state,series_id,year,month,period,period_name,employment_rate,date
Kentucky,LAUST210000000000007,2022,10,M10,October,55.4,2022-10-01
Kentucky,LAUST210000000000007,2022,11,M11,November,55.3,2022-11-01
Kentucky,LAUST210000000000007,2022,12,M12,December,55.4,2022-12-01
Kentucky,LAUST210000000000007,2023,1,M01,January,54.8,2023-01-01
Kentucky,LAUST210000000000007,2023,2,M02,February,54.8,2023-02-01
Kentucky,LAUST210000000000007,2023,3,M03,March,55.3,2023-03-01
Kentucky,LAUST210000000000007,2023,4,M04,April,55.7,2023-04-01
Kentucky,LAUST210000000000007,2023,5,M05,May,55.4,2023-05-01
Kentucky,LAUST210000000000007,2023,6,M06,June,55.5,2023-06-01
Kentucky,LAUST210000000000007,2023,7,M07,July,55.0,2023-07-01
Kentucky,LAUST210000000000007,2023,8,M08,August,55.2,2023-08-01
Kentucky,LAUST210000000000007,2023,9,M09,September,55.1,2023-09-01
Kentucky,LAUST210000000000007,2023,10,M10,October,55.2,2023-10-01
Kentucky,LAUST210000000000007,2023,11,M11,November,55.3,2023-11-01
Kentucky,LAUST210000000000007,2023,12,M12,December,55.0,2023-12-01
Kentucky,LAUST210000000000007,2024,1,M01,January,54.5,2024-01-01
Kentucky,LAUST210000000000007,2024,2,M02,February,54.6,2024-02-01
Kentucky,LAUST210000000000007,2024,3,M03,March,55.1,2024-03-01
Kentucky,LAUST210000000000007,2024,4,M04,April,55.5,2024-04-01
Kentucky,LAUST210000000000007,2024,5,M05,May,55.3,2024-05-01
Kentucky,LAUST210000000000007,2024,6,M06,June,55.5,2024-06-01
Kentucky,LAUST210000000000007,2024,7,M07,July,55.2,2024-07-01
Kentucky,LAUST210000000000007,2024,8,M08,August,55.3,2024-08-01
Kentucky,LAUST210000000000007,2024,9,M09,September,55.3,2024-09-01
Kentucky,LAUST210000000000007,2024,10,M10,October,55.2,2024-10-01
Kentucky,LAUST210000000000007,2024,11,M11,November,55.2,2024-11-01
Kentucky,LAUST210000000000007,2024,12,M12,December,55.2,2024-12-01
Kentucky,LAUST210000000000007,2025,1,M01,January,55.1,2025-01-01
Kentucky,LAUST210000000000007,2025,2,M02,February,55.4,2025-02-01
Kentucky,LAUST210000000000007,2025,3,M03,March,55.4,2025-03-01
Kentucky,LAUST210000000000007,2025,4,M04,April,55.7,2025-04-01
Kentucky,LAUST210000000000007,2025,5,M05,May,55.9,2025-05-01
Kentucky,LAUST210000000000007,2025,6,M06,June,55.9,2025-06-01
Kentucky,LAUST210000000000007,2025,7,M07,July,55.1,2025-07-01
Kentucky,LAUST210000000000007,2025,8,M08,August,55.4,2025-08-01
Kentucky,LAUST210000000000007,2025,9,M09,September,55.5,2025-09-01
Kentucky,LAUST210000000000007,2025,10,M10,October,,2025-10-01
Kentucky,LAUST210000000000007,2025,11,M11,November,55.3,2025-11-01
Kentucky,LAUST210000000000007,2025,12,M12,December,55.9,2025-12-01
Louisiana,LAUST220000000000007,2022,1,M01,January,55.0,2022-01-01
Louisiana,LAUST220000000000007,2022,2,M02,February,55.7,2022-02-01
Louisiana,LAUST220000000000007,2022,3,M03,March,56.2,2022-03-01
Louisiana,LAUST220000000000007,2022,4,M04,April,56.3,2022-04-01
Louisiana,LAUST220000000000007,2022,5,M05,May,56.2,2022-05-01
Louisiana,LAUST220000000000007,2022,6,M06,June,56.2,2022-06-01
Louisiana,LAUST220000000000007,2022,7,M07,July,56.4,2022-07-01
Louisiana,LAUST220000000000007,2022,8,M08,August,55.9,2022-08-01
Louisiana,LAUST220000000000007,2022,9,M09,September,56.1,2022-09-01
Louisiana,LAUST220000000000007,2022,10,M10,October,56.2,2022-10-01
Louisiana,LAUST220000000000007,2022,11,M11,November,56.2,2022-11-01
Louisiana,LAUST220000000000007,2022,12,M12,December,56.0,2022-12-01
Louisiana,LAUST220000000000007,2023,1,M01,January,55.5,2023-01-01
Louisiana,LAUST220000000000007,2023,2,M02,February,56.0,2023-02-01
Louisiana,LAUST220000000000007,2023,3,M03,March,56.6,2023-03-01
Louisiana,LAUST220000000000007,2023,4,M04,April,56.7,2023-04-01
Louisiana,LAUST220000000000007,2023,5,M05,May,56.2,2023-05-01
Louisiana,LAUST220000000000007,2023,6,M06,June,56.3,2023-06-01
Louisiana,LAUST220000000000007,2023,7,M07,July,56.4,2023-07-01
Louisiana,LAUST220000000000007,2023,8,M08,August,56.0,2023-08-01
Louisiana,LAUST220000000000007,2023,9,M09,September,56.1,2023-09-01
Louisiana,LAUST220000000000007,2023,10,M10,October,56.2,2023-10-01
Louisiana,LAUST220000000000007,2023,11,M11,November,56.4,2023-11-01
Louisiana,LAUST220000000000007,2023,12,M12,December,55.7,2023-12-01
Louisiana,LAUST220000000000007,2024,1,M01,January,55.3,2024-01-01
Louisiana,LAUST220000000000007,2024,2,M02,February,55.6,2024-02-01
Louisiana,LAUST220000000000007,2024,3,M03,March,56.1,2024-03-01
Louisiana,LAUST220000000000007,2024,4,M04,April,56.3,2024-04-01
Louisiana,LAUST220000000000007,2024,5,M05,May,55.7,2024-05-01
Louisiana,LAUST220000000000007,2024,6,M06,June,55.8,2024-06-01
Louisiana,LAUST220000000000007,2024,7,M07,July,56.1,2024-07-01
Louisiana,LAUST220000000000007,2024,8,M08,August,55.6,2024-08-01
Louisiana,LAUST220000000000007,2024,9,M09,September,55.6,2024-09-01
Louisiana,LAUST220000000000007,2024,10,M10,October,55.7,2024-10-01
Louisiana,LAUST220000000000007,2024,11,M11,November,55.7,2024-11-01
Louisiana,LAUST220000000000007,2024,12,M12,December,55.4,2024-12-01
Louisiana,LAUST220000000000007,2025,1,M01,January,54.5,2025-01-01
Louisiana,LAUST220000000000007,2025,2,M02,February,55.0,2025-02-01
Louisiana,LAUST220000000000007,2025,3,M03,March,55.5,2025-03-01
Louisiana,LAUST220000000000007,2025,4,M04,April,55.7,2025-04-01
Louisiana,LAUST220000000000007,2025,5,M05,May,55.4,2025-05-01
Louisiana,LAUST220000000000007,2025,6,M06,June,55.8,2025-06-01
Louisiana,LAUST220000000000007,2025,7,M07,July,55.6,2025-07-01
Louisiana,LAUST220000000000007,2025,8,M08,August,55.3,2025-08-01
Louisiana,LAUST220000000000007,2025,9,M09,September,55.5,2025-09-01
Louisiana,LAUST220000000000007,2025,10,M10,October,,2025-10-01
Louisiana,LAUST220000000000007,2025,11,M11,November,56.4,2025-11-01
Louisiana,LAUST220000000000007,2025,12,M12,December,56.3,2025-12-01
Maine,LAUST230000000000007,2022,1,M01,January,56.5,2022-01-01
Maine,LAUST230000000000007,2022,2,M02,February,56.7,2022-02-01
Maine,LAUST230000000000007,2022,3,M03,March,57.1,2022-03-01
Maine,LAUST230000000000007,2022,4,M04,April,57.2,2022-04-01
Maine,LAUST230000000000007,2022,5,M05,May,57.4,2022-05-01
Maine,LAUST230000000000007,2022,6,M06,June,58.3,2022-06-01
Maine,LAUST230000000000007,2022,7,M07,July,58.9,2022-07-01
Maine,LAUST230000000000007,2022,8,M08,August,58.8,2022-08-01
Maine,LAUST230000000000007,2022,9,M09,September,57.6,2022-09-01
Maine,LAUST230000000000007,2022,10,M10,October,57.7,2022-10-01
Maine,LAUST230000000000007,2022,11,M11,November,56.9,2022-11-01
Maine,LAUST230000000000007,2022,12,M12,December,57.1,2022-12-01
Maine,LAUST230000000000007,2023,1,M01,January,56.6,2023-01-01
Maine,LAUST230000000000007,2023,2,M02,February,56.6,2023-02-01
Maine,LAUST230000000000007,2023,3,M03,March,56.8,2023-03-01
Maine,LAUST230000000000007,2023,4,M04,April,57.3,2023-04-01
Maine,LAUST230000000000007,2023,5,M05,May,57.5,2023-05-01
Maine,LAUST230000000000007,2023,6,M06,June,58.9,2023-06-01
Maine,LAUST230000000000007,2023,7,M07,July,59.5,2023-07-01
Maine,LAUST230000000000007,2023,8,M08,August,59.4,2023-08-01
Maine,LAUST230000000000007,2023,9,M09,September,58.4,2023-09-01
Maine,LAUST230000000000007,2023,10,M10,October,58.4,2023-10-01
Maine,LAUST230000000000007,2023,11,M11,November,57.9,2023-11-01
Maine,LAUST230000000000007,2023,12,M12,December,57.4,2023-12-01
Maine,LAUST230000000000007,2024,1,M01,January,57.0,2024-01-01
Maine,LAUST230000000000007,2024,2,M02,February,57.1,2024-02-01
Maine,LAUST230000000000007,2024,3,M03,March,57.5,2024-03-01
Maine,LAUST230000000000007,2024,4,M04,April,57.8,2024-04-01
Maine,LAUST230000000000007,2024,5,M05,May,58.0,2024-05-01
Maine,LAUST230000000000007,2024,6,M06,June,59.2,2024-06-01
Maine,LAUST230000000000007,2024,7,M07,July,59.8,2024-07-01
Maine,LAUST230000000000007,2024,8,M08,August,59.7,2024-08-01
Maine,LAUST230000000000007,2024,9,M09,September,58.7,2024-09-01
Maine,LAUST230000000000007,2024,10,M10,October,58.7,2024-10-01
Maine,LAUST230000000000007,2024,11,M11,November,57.8,2024-11-01
Maine,LAUST230000000000007,2024,12,M12,December,57.7,2024-12-01
Maine,LAUST230000000000007,2025,1,M01,January,57.1,2025-01-01
Maine,LAUST230000000000007,2025,2,M02,February,57.0,2025-02-01
Maine,LAUST230000000000007,2025,3,M03,March,57.1,2025-03-01
Maine,LAUST230000000000007,2025,4,M04,April,57.2,2025-04-01
Maine,LAUST230000000000007,2025,5,M05,May,57.8,2025-05-01
Maine,LAUST230000000000007,2025,6,M06,June,59.1,2025-06-01
Maine,LAUST230000000000007,2025,7,M07,July,59.3,2025-07-01
Maine,LAUST230000000000007,2025,8,M08,August,59.1,2025-08-01
Maine,LAUST230000000000007,2025,9,M09,September,58.0,2025-09-01
Maine,LAUST230000000000007,2025,10,M10,October,,2025-10-01
Maine,LAUST230000000000007,2025,11,M11,November,57.4,2025-11-01
Maine,LAUST230000000000007,2025,12,M12,December,57.6,2025-12-01
Maryland,LAUST240000000000007,2022,1,M01,January,62.0,2022-01-01
Maryland,LAUST240000000000007,2022,2,M02,February,62.3,2022-02-01
Maryland,LAUST240000000000007,2022,3,M03,March,63.0,2022-03-01
Maryland,LAUST240000000000007,2022,4,M04,April,62.8,2022-04-01
Maryland,LAUST240000000000007,2022,5,M05,May,62.9,2022-05-01
Maryland,LAUST240000000000007,2022,6,M06,June,63.1,2022-06-01
Maryland,LAUST240000000000007,2022,7,M07,July,63.6,2022-07-01
Maryland,LAUST240000000000007,2022,8,M08,August,63.1,2022-08-01
Maryland,LAUST240000000000007,2022,9,M09,September,62.9,2022-09-01
Maryland,LAUST240000000000007,2022,10,M10,October,63.1,2022-10-01
Maryland,LAUST240000000000007,2022,11,M11,November,62.8,2022-11-01
Maryland,LAUST240000000000007,2022,12,M12,December,63.1,2022-12-01
Maryland,LAUST240000000000007,2023,1,M01,January,62.6,2023-01-01
Maryland,LAUST240000000000007,2023,2,M02,February,62.9,2023-02-01
Maryland,LAUST240000000000007,2023,3,M03,March,63.7,2023-03-01
Maryland,LAUST240000000000007,2023,4,M04,April,63.7,2023-04-01
Maryland,LAUST240000000000007,2023,5,M05,May,63.6,2023-05-01
Maryland,LAUST240000000000007,2023,6,M06,June,64.1,2023-06-01
Maryland,LAUST240000000000007,2023,7,M07,July,64.6,2023-07-01
Maryland,LAUST240000000000007,2023,8,M08,August,63.8,2023-08-01
Maryland,LAUST240000000000007,2023,9,M09,September,63.4,2023-09-01
Maryland,LAUST240000000000007,2023,10,M10,October,63.5,2023-10-01
Maryland,LAUST240000000000007,2023,11,M11,November,63.5,2023-11-01
Maryland,LAUST240000000000007,2023,12,M12,December,63.2,2023-12-01
Maryland,LAUST240000000000007,2024,1,M01,January,63.0,2024-01-01
Maryland,LAUST240000000000007,2024,2,M02,February,63.2,2024-02-01
Maryland,LAUST240000000000007,2024,3,M03,March,63.7,2024-03-01
Maryland,LAUST240000000000007,2024,4,M04,April,63.5,2024-04-01
Maryland,LAUST240000000000007,2024,5,M05,May,63.2,2024-05-01
Maryland,LAUST240000000000007,2024,6,M06,June,63.7,2024-06-01
Maryland,LAUST240000000000007,2024,7,M07,July,64.2,2024-07-01
Maryland,LAUST240000000000007,2024,8,M08,August,63.5,2024-08-01
Maryland,LAUST240000000000007,2024,9,M09,September,63.3,2024-09-01
Maryland,LAUST240000000000007,2024,10,M10,October,63.3,2024-10-01
Maryland,LAUST240000000000007,2024,11,M11,November,63.0,2024-11-01
Maryland,LAUST240000000000007,2024,12,M12,December,63.0,2024-12-01
Maryland,LAUST240000000000007,2025,1,M01,January,62.7,2025-01-01
Maryland,LAUST240000000000007,2025,2,M02,February,62.2,2025-02-01
Maryland,LAUST240000000000007,2025,3,M03,March,62.6,2025-03-01
Maryland,LAUST240000000000007,2025,4,M04,April,62.7,2025-04-01
Maryland,LAUST240000000000007,2025,5,M05,May,62.2,2025-05-01
Maryland,LAUST240000000000007,2025,6,M06,June,62.9,2025-06-01
Maryland,LAUST240000000000007,2025,7,M07,July,63.2,2025-07-01
Maryland,LAUST240000000000007,2025,8,M08,August,62.0,2025-08-01
Maryland,LAUST240000000000007,2025,9,M09,September,61.8,2025-09-01
Maryland,LAUST240000000000007,2025,10,M10,October,,2025-10-01
Maryland,LAUST240000000000007,2025,11,M11,November,61.1,2025-11-01
Maryland,LAUST240000000000007,2025,12,M12,December,61.3,2025-12-01
Massachusetts,LAUST250000000000007,2022,1,M01,January,62.1,2022-01-01
Massachusetts,LAUST250000000000007,2022,2,M02,February,62.5,2022-02-01
Massachusetts,LAUST250000000000007,2022,3,M03,March,63.0,2022-03-01
Massachusetts,LAUST250000000000007,2022,4,M04,April,62.7,2022-04-01
Massachusetts,LAUST250000000000007,2022,5,M05,May,62.7,2022-05-01
Massachusetts,LAUST250000000000007,2022,6,M06,June,63.4,2022-06-01
Massachusetts,LAUST250000000000007,2022,7,M07,July,63.5,2022-07-01
Massachusetts,LAUST250000000000007,2022,8,M08,August,63.4,2022-08-01
Massachusetts,LAUST250000000000007,2022,9,M09,September,62.5,2022-09-01
Massachusetts,LAUST250000000000007,2022,10,M10,October,62.7,2022-10-01
Massachusetts,LAUST250000000000007,2022,11,M11,November,62.6,2022-11-01
Massachusetts,LAUST250000000000007,2022,12,M12,December,62.5,2022-12-01
Massachusetts,LAUST250000000000007,2023,1,M01,January,62.3,2023-01-01
Massachusetts,LAUST250000000000007,2023,2,M02,February,62.5,2023-02-01
Massachusetts,LAUST250000000000007,2023,3,M03,March,62.7,2023-03-01
Massachusetts,LAUST250000000000007,2023,4,M04,April,62.9,2023-04-01
Massachusetts,LAUST250000000000007,2023,5,M05,May,62.6,2023-05-01
Massachusetts,LAUST250000000000007,2023,6,M06,June,63.4,2023-06-01
Massachusetts,LAUST250000000000007,2023,7,M07,July,63.7,2023-07-01
Massachusetts,LAUST250000000000007,2023,8,M08,August,63.7,2023-08-01
Massachusetts,LAUST250000000000007,2023,9,M09,September,63.0,2023-09-01
Massachusetts,LAUST250000000000007,2023,10,M10,October,63.2,2023-10-01
Massachusetts,LAUST250000000000007,2023,11,M11,November,63.6,2023-11-01
Massachusetts,LAUST250000000000007,2023,12,M12,December,63.2,2023-12-01
Massachusetts,LAUST250000000000007,2024,1,M01,January,63.0,2024-01-01
Massachusetts,LAUST250000000000007,2024,2,M02,February,63.0,2024-02-01
Massachusetts,LAUST250000000000007,2024,3,M03,March,63.6,2024-03-01
Massachusetts,LAUST250000000000007,2024,4,M04,April,63.6,2024-04-01
Massachusetts,LAUST250000000000007,2024,5,M05,May,63.3,2024-05-01
Massachusetts,LAUST250000000000007,2024,6,M06,June,64.3,2024-06-01
Massachusetts,LAUST250000000000007,2024,7,M07,July,64.3,2024-07-01
Massachusetts,LAUST250000000000007,2024,8,M08,August,64.1,2024-08-01
Massachusetts,LAUST250000000000007,2024,9,M09,September,63.4,2024-09-01
Massachusetts,LAUST250000000000007,2024,10,M10,October,63.6,2024-10-01
Massachusetts,LAUST250000000000007,2024,11,M11,November,63.6,2024-11-01
Massachusetts,LAUST250000000000007,2024,12,M12,December,63.6,2024-12-01
Massachusetts,LAUST250000000000007,2025,1,M01,January,63.6,2025-01-01
Massachusetts,LAUST250000000000007,2025,2,M02,February,63.2,2025-02-01
Massachusetts,LAUST250000000000007,2025,3,M03,March,63.3,2025-03-01
Massachusetts,LAUST250000000000007,2025,4,M04,April,63.6,2025-04-01
Massachusetts,LAUST250000000000007,2025,5,M05,May,63.6,2025-05-01
Massachusetts,LAUST250000000000007,2025,6,M06,June,64.1,2025-06-01
Massachusetts,LAUST250000000000007,2025,7,M07,July,64.4,2025-07-01
Massachusetts,LAUST250000000000007,2025,8,M08,August,64.3,2025-08-01
Massachusetts,LAUST250000000000007,2025,9,M09,September,63.1,2025-09-01
Massachusetts,LAUST250000000000007,2025,10,M10,October,,2025-10-01
Massachusetts,LAUST250000000000007,2025,11,M11,November,63.1,2025-11-01
Massachusetts,LAUST250000000000007,2025,12,M12,December,62.6,2025-12-01
Michigan,LAUST260000000000007,2022,1,M01,January,56.4,2022-01-01
Michigan,LAUST260000000000007,2022,2,M02,February,56.6,2022-02-01
Michigan,LAUST260000000000007,2022,3,M03,March,57.4,2022-03-01
Michigan,LAUST260000000000007,2022,4,M04,April,57.4,2022-04-01
Michigan,LAUST260000000000007,2022,5,M05,May,57.8,2022-05-01
Michigan,LAUST260000000000007,2022,6,M06,June,57.8,2022-06-01
Michigan,LAUST260000000000007,2022,7,M07,July,57.9,2022-07-01
Michigan,LAUST260000000000007,2022,8,M08,August,58.1,2022-08-01
Michigan,LAUST260000000000007,2022,9,M09,September,58.0,2022-09-01
Michigan,LAUST260000000000007,2022,10,M10,October,57.9,2022-10-01
Michigan,LAUST260000000000007,2022,11,M11,November,58.2,2022-11-01
Michigan,LAUST260000000000007,2022,12,M12,December,58.0,2022-12-01
Michigan,LAUST260000000000007,2023,1,M01,January,57.6,2023-01-01
Michigan,LAUST260000000000007,2023,2,M02,February,57.8,2023-02-01
Michigan,LAUST260000000000007,2023,3,M03,March,58.6,2023-03-01
Michigan,LAUST260000000000007,2023,4,M04,April,59.0,2023-04-01
Michigan,LAUST260000000000007,2023,5,M05,May,59.4,2023-05-01
Michigan,LAUST260000000000007,2023,6,M06,June,59.5,2023-06-01
Michigan,LAUST260000000000007,2023,7,M07,July,59.7,2023-07-01
Michigan,LAUST260000000000007,2023,8,M08,August,59.8,2023-08-01
Michigan,LAUST260000000000007,2023,9,M09,September,59.7,2023-09-01
Michigan,LAUST260000000000007,2023,10,M10,October,59.4,2023-10-01
Michigan,LAUST260000000000007,2023,11,M11,November,59.9,2023-11-01
Michigan,LAUST260000000000007,2023,12,M12,December,59.0,2023-12-01
Michigan,LAUST260000000000007,2024,1,M01,January,58.5,2024-01-01
Michigan,LAUST260000000000007,2024,2,M02,February,58.4,2024-02-01
Michigan,LAUST260000000000007,2024,3,M03,March,59.0,2024-03-01
Michigan,LAUST260000000000007,2024,4,M04,April,59.0,2024-04-01
Michigan,LAUST260000000000007,2024,5,M05,May,59.2,2024-05-01
Michigan,LAUST260000000000007,2024,6,M06,June,59.0,2024-06-01
Michigan,LAUST260000000000007,2024,7,M07,July,59.1,2024-07-01
Michigan,LAUST260000000000007,2024,8,M08,August,59.1,2024-08-01
Michigan,LAUST260000000000007,2024,9,M09,September,59.2,2024-09-01
Michigan,LAUST260000000000007,2024,10,M10,October,58.9,2024-10-01
Michigan,LAUST260000000000007,2024,11,M11,November,59.0,2024-11-01
Michigan,LAUST260000000000007,2024,12,M12,December,58.5,2024-12-01
Michigan,LAUST260000000000007,2025,1,M01,January,58.2,2025-01-01
Michigan,LAUST260000000000007,2025,2,M02,February,57.9,2025-02-01
Michigan,LAUST260000000000007,2025,3,M03,March,58.3,2025-03-01
Michigan,LAUST260000000000007,2025,4,M04,April,58.4,2025-04-01
Michigan,LAUST260000000000007,2025,5,M05,May,58.4,2025-05-01
Michigan,LAUST260000000000007,2025,6,M06,June,58.5,2025-06-01
Michigan,LAUST260000000000007,2025,7,M07,July,58.5,2025-07-01
Michigan,LAUST260000000000007,2025,8,M08,August,58.3,2025-08-01
Michigan,LAUST260000000000007,2025,9,M09,September,58.5,2025-09-01
Michigan,LAUST260000000000007,2025,10,M10,October,,2025-10-01
Michigan,LAUST260000000000007,2025,11,M11,November,57.9,2025-11-01
Michigan,LAUST260000000000007,2025,12,M12,December,57.4,2025-12-01
Minnesota,LAUST270000000000007,2022,1,M01,January,65.5,2022-01-01
Minnesota,LAUST270000000000007,2022,2,M02,February,65.8,2022-02-01
Minnesota,LAUST270000000000007,2022,3,M03,March,66.0,2022-03-01
Minnesota,LAUST270000000000007,2022,4,M04,April,66.5,2022-04-01
Minnesota,LAUST270000000000007,2022,5,M05,May,66.8,2022-05-01
Minnesota,LAUST270000000000007,2022,6,M06,June,66.6,2022-06-01
Minnesota,LAUST270000000000007,2022,7,M07,July,67.0,2022-07-01
Minnesota,LAUST270000000000007,2022,8,M08,August,66.8,2022-08-01
Minnesota,LAUST270000000000007,2022,9,M09,September,66.7,2022-09-01
Minnesota,LAUST270000000000007,2022,10,M10,October,66.5,2022-10-01
Minnesota,LAUST270000000000007,2022,11,M11,November,66.2,2022-11-01
Minnesota,LAUST270000000000007,2022,12,M12,December,66.1,2022-12-01
Minnesota,LAUST270000000000007,2023,1,M01,January,65.6,2023-01-01
Minnesota,LAUST270000000000007,2023,2,M02,February,65.9,2023-02-01
Minnesota,LAUST270000000000007,2023,3,M03,March,66.2,2023-03-01
Minnesota,LAUST270000000000007,2023,4,M04,April,66.5,2023-04-01
Minnesota,LAUST270000000000007,2023,5,M05,May,66.8,2023-05-01
Minnesota,LAUST270000000000007,2023,6,M06,June,67.0,2023-06-01
Minnesota,LAUST270000000000007,2023,7,M07,July,67.0,2023-07-01
Minnesota,LAUST270000000000007,2023,8,M08,August,66.7,2023-08-01
Minnesota,LAUST270000000000007,2023,9,M09,September,66.7,2023-09-01
Minnesota,LAUST270000000000007,2023,10,M10,October,66.5,2023-10-01
Minnesota,LAUST270000000000007,2023,11,M11,November,66.4,2023-11-01
Minnesota,LAUST270000000000007,2023,12,M12,December,65.8,2023-12-01
Minnesota,LAUST270000000000007,2024,1,M01,January,65.4,2024-01-01
Minnesota,LAUST270000000000007,2024,2,M02,February,65.4,2024-02-01
Minnesota,LAUST270000000000007,2024,3,M03,March,65.8,2024-03-01
Minnesota,LAUST270000000000007,2024,4,M04,April,66.2,2024-04-01
Minnesota,LAUST270000000000007,2024,5,M05,May,66.3,2024-05-01
Minnesota,LAUST270000000000007,2024,6,M06,June,66.3,2024-06-01
Minnesota,LAUST270000000000007,2024,7,M07,July,66.4,2024-07-01
Minnesota,LAUST270000000000007,2024,8,M08,August,66.1,2024-08-01
Minnesota,LAUST270000000000007,2024,9,M09,September,66.4,2024-09-01
Minnesota,LAUST270000000000007,2024,10,M10,October,66.5,2024-10-01
Minnesota,LAUST270000000000007,2024,11,M11,November,66.1,2024-11-01
Minnesota,LAUST270000000000007,2024,12,M12,December,65.9,2024-12-01
Minnesota,LAUST270000000000007,2025,1,M01,January,65.6,2025-01-01
Minnesota,LAUST270000000000007,2025,2,M02,February,65.5,2025-02-01
Minnesota,LAUST270000000000007,2025,3,M03,March,65.5,2025-03-01
Minnesota,LAUST270000000000007,2025,4,M04,April,66.1,2025-04-01
Minnesota,LAUST270000000000007,2025,5,M05,May,66.1,2025-05-01
Minnesota,LAUST270000000000007,2025,6,M06,June,66.1,2025-06-01
Minnesota,LAUST270000000000007,2025,7,M07,July,65.8,2025-07-01
Minnesota,LAUST270000000000007,2025,8,M08,August,65.6,2025-08-01
Minnesota,LAUST270000000000007,2025,9,M09,September,65.9,2025-09-01
Minnesota,LAUST270000000000007,2025,10,M10,October,,2025-10-01
Minnesota,LAUST270000000000007,2025,11,M11,November,65.3,2025-11-01
Minnesota,LAUST270000000000007,2025,12,M12,December,64.7,2025-12-01
Mississippi,LAUST280000000000007,2022,1,M01,January,52.6,2022-01-01
Mississippi,LAUST280000000000007,2022,2,M02,February,53.2,2022-02-01
Mississippi,LAUST280000000000007,2022,3,M03,March,53.5,2022-03-01
Mississippi,LAUST280000000000007,2022,4,M04,April,53.5,2022-04-01
Mississippi,LAUST280000000000007,2022,5,M05,May,53.5,2022-05-01
Mississippi,LAUST280000000000007,2022,6,M06,June,53.3,2022-06-01
Mississippi,LAUST280000000000007,2022,7,M07,July,53.3,2022-07-01
Mississippi,LAUST280000000000007,2022,8,M08,August,52.8,2022-08-01
Mississippi,LAUST280000000000007,2022,9,M09,September,52.9,2022-09-01
Mississippi,LAUST280000000000007,2022,10,M10,October,52.8,2022-10-01
Mississippi,LAUST280000000000007,2022,11,M11,November,52.7,2022-11-01
Mississippi,LAUST280000000000007,2022,12,M12,December,52.9,2022-12-01
Mississippi,LAUST280000000000007,2023,1,M01,January,52.2,2023-01-01
Mississippi,LAUST280000000000007,2023,2,M02,February,52.7,2023-02-01
Mississippi,LAUST280000000000007,2023,3,M03,March,53.0,2023-03-01
Mississippi,LAUST280000000000007,2023,4,M04,April,53.2,2023-04-01
Mississippi,LAUST280000000000007,2023,5,M05,May,52.9,2023-05-01
Mississippi,LAUST280000000000007,2023,6,M06,June,52.8,2023-06-01
Mississippi,LAUST280000000000007,2023,7,M07,July,53.0,2023-07-01
Mississippi,LAUST280000000000007,2023,8,M08,August,52.6,2023-08-01
Mississippi,LAUST280000000000007,2023,9,M09,September,52.7,2023-09-01
Mississippi,LAUST280000000000007,2023,10,M10,October,52.9,2023-10-01
Mississippi,LAUST280000000000007,2023,11,M11,November,53.1,2023-11-01
Mississippi,LAUST280000000000007,2023,12,M12,December,52.9,2023-12-01
Mississippi,LAUST280000000000007,2024,1,M01,January,52.4,2024-01-01
Mississippi,LAUST280000000000007,2024,2,M02,February,53.0,2024-02-01
Mississippi,LAUST280000000000007,2024,3,M03,March,53.3,2024-03-01
Mississippi,LAUST280000000000007,2024,4,M04,April,53.7,2024-04-01
Mississippi,LAUST280000000000007,2024,5,M05,May,53.5,2024-05-01
Mississippi,LAUST280000000000007,2024,6,M06,June,53.5,2024-06-01
Mississippi,LAUST280000000000007,2024,7,M07,July,53.9,2024-07-01
Mississippi,LAUST280000000000007,2024,8,M08,August,53.5,2024-08-01
Mississippi,LAUST280000000000007,2024,9,M09,September,53.8,2024-09-01
Mississippi,LAUST280000000000007,2024,10,M10,October,53.8,2024-10-01
Mississippi,LAUST280000000000007,2024,11,M11,November,53.9,2024-11-01
Mississippi,LAUST280000000000007,2024,12,M12,December,54.1,2024-12-01
Mississippi,LAUST280000000000007,2025,1,M01,January,53.3,2025-01-01
Mississippi,LAUST280000000000007,2025,2,M02,February,53.9,2025-02-01
Mississippi,LAUST280000000000007,2025,3,M03,March,54.1,2025-03-01
Mississippi,LAUST280000000000007,2025,4,M04,April,54.3,2025-04-01
Mississippi,LAUST280000000000007,2025,5,M05,May,53.7,2025-05-01
Mississippi,LAUST280000000000007,2025,6,M06,June,53.4,2025-06-01
Mississippi,LAUST280000000000007,2025,7,M07,July,53.5,2025-07-01
Mississippi,LAUST280000000000007,2025,8,M08,August,53.0,2025-08-01
Mississippi,LAUST280000000000007,2025,9,M09,September,53.7,2025-09-01
Mississippi,LAUST280000000000007,2025,10,M10,October,,2025-10-01
Mississippi,LAUST280000000000007,2025,11,M11,November,53.3,2025-11-01
Mississippi,LAUST280000000000007,2025,12,M12,December,53.8,2025-12-01
Missouri,LAUST290000000000007,2022,1,M01,January,59.9,2022-01-01
Missouri,LAUST290000000000007,2022,2,M02,February,60.2,2022-02-01
Missouri,LAUST290000000000007,2022,3,M03,March,60.7,2022-03-01
Missouri,LAUST290000000000007,2022,4,M04,April,61.1,2022-04-01
Missouri,LAUST290000000000007,2022,5,M05,May,61.2,2022-05-01
Missouri,LAUST290000000000007,2022,6,M06,June,61.4,2022-06-01
Missouri,LAUST290000000000007,2022,7,M07,July,61.2,2022-07-01
