state,year,month,period,period_name,date,job_openings_rate
Minnesota,2023,2,M02,February,2023-02-01,5.9
Minnesota,2023,3,M03,March,2023-03-01,5.6
Minnesota,2023,4,M04,April,2023-04-01,6.1
Minnesota,2023,5,M05,May,2023-05-01,6.7
Minnesota,2023,6,M06,June,2023-06-01,6.0
Minnesota,2023,7,M07,July,2023-07-01,5.4
Minnesota,2023,8,M08,August,2023-08-01,5.9
Minnesota,2023,9,M09,September,2023-09-01,6.1
Minnesota,2023,10,M10,October,2023-10-01,6.3
Minnesota,2023,11,M11,November,2023-11-01,6.0
Minnesota,2023,12,M12,December,2023-12-01,5.8
Minnesota,2024,1,M01,January,2024-01-01,6.0
Minnesota,2024,2,M02,February,2024-02-01,4.8
Minnesota,2024,3,M03,March,2024-03-01,5.1
Minnesota,2024,4,M04,April,2024-04-01,4.8
Minnesota,2024,5,M05,May,2024-05-01,5.3
Minnesota,2024,6,M06,June,2024-06-01,5.7
Minnesota,2024,7,M07,July,2024-07-01,5.4
Minnesota,2024,8,M08,August,2024-08-01,5.6
Minnesota,2024,9,M09,September,2024-09-01,5.3
Minnesota,2024,10,M10,October,2024-10-01,5.3
Minnesota,2024,11,M11,November,2024-11-01,5.1
Minnesota,2024,12,M12,December,2024-12-01,5.1
Minnesota,2025,1,M01,January,2025-01-01,5.6
Minnesota,2025,2,M02,February,2025-02-01,5.6
Minnesota,2025,3,M03,March,2025-03-01,5.7
Minnesota,2025,4,M04,April,2025-04-01,5.5
Minnesota,2025,5,M05,May,2025-05-01,5.6
Minnesota,2025,6,M06,June,2025-06-01,5.1
Minnesota,2025,7,M07,July,2025-07-01,4.9
Minnesota,2025,8,M08,August,2025-08-01,5.0
Minnesota,2025,9,M09,September,2025-09-01,5.5
Minnesota,2025,10,M10,October,2025-10-01,4.5
Minnesota,2025,11,M11,November,2025-11-01,4.5
Minnesota,2025,12,M12,December,2025-12-01,4.7
Mississippi,2022,1,M01,January,2022-01-01,7.2
Mississippi,2022,2,M02,February,2022-02-01,7.1
Mississippi,2022,3,M03,March,2022-03-01,7.6
Mississippi,2022,4,M04,April,2022-04-01,7.1
Mississippi,2022,5,M05,May,2022-05-01,7.0
Mississippi,2022,6,M06,June,2022-06-01,7.0
Mississippi,2022,7,M07,July,2022-07-01,7.5
Mississippi,2022,8,M08,August,2022-08-01,6.6
Mississippi,2022,9,M09,September,2022-09-01,7.1
Mississippi,2022,10,M10,October,2022-10-01,6.5
Mississippi,2022,11,M11,November,2022-11-01,7.0
Mississippi,2022,12,M12,December,2022-12-01,7.0
Mississippi,2023,1,M01,January,2023-01-01,7.0
Mississippi,2023,2,M02,February,2023-02-01,6.4
Mississippi,2023,3,M03,March,2023-03-01,6.4
Mississippi,2023,4,M04,April,2023-04-01,7.1
Mississippi,2023,5,M05,May,2023-05-01,6.6
Mississippi,2023,6,M06,June,2023-06-01,6.6
Mississippi,2023,7,M07,July,2023-07-01,6.3
Mississippi,2023,8,M08,August,2023-08-01,6.7
Mississippi,2023,9,M09,September,2023-09-01,6.3
Mississippi,2023,10,M10,October,2023-10-01,6.3
Mississippi,2023,11,M11,November,2023-11-01,6.0
Mississippi,2023,12,M12,December,2023-12-01,5.9
Mississippi,2024,1,M01,January,2024-01-01,5.5
Mississippi,2024,2,M02,February,2024-02-01,5.6
Mississippi,2024,3,M03,March,2024-03-01,5.4
Mississippi,2024,4,M04,April,2024-04-01,5.3
Mississippi,2024,5,M05,May,2024-05-01,5.5
Mississippi,2024,6,M06,June,2024-06-01,4.9
Mississippi,2024,7,M07,July,2024-07-01,5.0
Mississippi,2024,8,M08,August,2024-08-01,5.0
Mississippi,2024,9,M09,September,2024-09-01,4.6
Mississippi,2024,10,M10,October,2024-10-01,5.8
Mississippi,2024,11,M11,November,2024-11-01,6.3
Mississippi,2024,12,M12,December,2024-12-01,5.0
Mississippi,2025,1,M01,January,2025-01-01,5.0
Mississippi,2025,2,M02,February,2025-02-01,4.9
Mississippi,2025,3,M03,March,2025-03-01,4.8
Mississippi,2025,4,M04,April,2025-04-01,4.9
Mississippi,2025,5,M05,May,2025-05-01,5.4
Mississippi,2025,6,M06,June,2025-06-01,4.8
Mississippi,2025,7,M07,July,2025-07-01,4.8
Mississippi,2025,8,M08,August,2025-08-01,4.7
Mississippi,2025,9,M09,September,2025-09-01,5.1
Mississippi,2025,10,M10,October,2025-10-01,5.3
Mississippi,2025,11,M11,November,2025-11-01,5.3
Mississippi,2025,12,M12,December,2025-12-01,4.8
Missouri,2022,1,M01,January,2022-01-01,6.9
Missouri,2022,2,M02,February,2022-02-01,6.9
Missouri,2022,3,M03,March,2022-03-01,7.0
Missouri,2022,4,M04,April,2022-04-01,7.2
Missouri,2022,5,M05,May,2022-05-01,7.2
Missouri,2022,6,M06,June,2022-06-01,6.7
Missouri,2022,7,M07,July,2022-07-01,6.9
Missouri,2022,8,M08,August,2022-08-01,5.6
Missouri,2022,9,M09,September,2022-09-01,6.7
Missouri,2022,10,M10,October,2022-10-01,6.3
Missouri,2022,11,M11,November,2022-11-01,6.0
Missouri,2022,12,M12,December,2022-12-01,6.7
Missouri,2023,1,M01,January,2023-01-01,6.2
Missouri,2023,2,M02,February,2023-02-01,6.2
Missouri,2023,3,M03,March,2023-03-01,5.9
Missouri,2023,4,M04,April,2023-04-01,5.5
Missouri,2023,5,M05,May,2023-05-01,5.2
Missouri,2023,6,M06,June,2023-06-01,5.2
Missouri,2023,7,M07,July,2023-07-01,5.2
Missouri,2023,8,M08,August,2023-08-01,5.4
Missouri,2023,9,M09,September,2023-09-01,5.5
Missouri,2023,10,M10,October,2023-10-01,5.0
Missouri,2023,11,M11,November,2023-11-01,5.2
Missouri,2023,12,M12,December,2023-12-01,5.2
Missouri,2024,1,M01,January,2024-01-01,6.1
Missouri,2024,2,M02,February,2024-02-01,5.9
Missouri,2024,3,M03,March,2024-03-01,5.0
Missouri,2024,4,M04,April,2024-04-01,4.8
Missouri,2024,5,M05,May,2024-05-01,5.0
Missouri,2024,6,M06,June,2024-06-01,5.2
Missouri,2024,7,M07,July,2024-07-01,4.9
Missouri,2024,8,M08,August,2024-08-01,5.4
Missouri,2024,9,M09,September,2024-09-01,5.2
Missouri,2024,10,M10,October,2024-10-01,5.7
Missouri,2024,11,M11,November,2024-11-01,5.6
Missouri,2024,12,M12,December,2024-12-01,5.5
Missouri,2025,1,M01,January,2025-01-01,5.3
Missouri,2025,2,M02,February,2025-02-01,4.9
Missouri,2025,3,M03,March,2025-03-01,4.8
Missouri,2025,4,M04,April,2025-04-01,4.5
Missouri,2025,5,M05,May,2025-05-01,4.8
Missouri,2025,6,M06,June,2025-06-01,4.7
Missouri,2025,7,M07,July,2025-07-01,4.6
Missouri,2025,8,M08,August,2025-08-01,4.6
Missouri,2025,9,M09,September,2025-09-01,4.8
Missouri,2025,10,M10,October,2025-10-01,4.6
Missouri,2025,11,M11,November,2025-11-01,4.3
Missouri,2025,12,M12,December,2025-12-01,4.3
Montana,2022,1,M01,January,2022-01-01,8.2
Montana,2022,2,M02,February,2022-02-01,8.7
Montana,2022,3,M03,March,2022-03-01,8.5
Montana,2022,4,M04,April,2022-04-01,8.7
Montana,2022,5,M05,May,2022-05-01,8.3
Montana,2022,6,M06,June,2022-06-01,8.2
Montana,2022,7,M07,July,2022-07-01,8.6
Montana,2022,8,M08,August,2022-08-01,6.9
Montana,2022,9,M09,September,2022-09-01,7.4
Montana,2022,10,M10,October,2022-10-01,7.9
Montana,2022,11,M11,November,2022-11-01,7.6
Montana,2022,12,M12,December,2022-12-01,8.5
Montana,2023,1,M01,January,2023-01-01,7.8
Montana,2023,2,M02,February,2023-02-01,6.8
Montana,2023,3,M03,March,2023-03-01,6.8
Montana,2023,4,M04,April,2023-04-01,7.2
Montana,2023,5,M05,May,2023-05-01,6.3
Montana,2023,6,M06,June,2023-06-01,6.5
Montana,2023,7,M07,July,2023-07-01,5.6
Montana,2023,8,M08,August,2023-08-01,6.8
Montana,2023,9,M09,September,2023-09-01,6.5
Montana,2023,10,M10,October,2023-10-01,6.1
Montana,2023,11,M11,November,2023-11-01,6.3
Montana,2023,12,M12,December,2023-12-01,6.1
Montana,2024,1,M01,January,2024-01-01,5.6
Montana,2024,2,M02,February,2024-02-01,6.5
Montana,2024,3,M03,March,2024-03-01,5.8
Montana,2024,4,M04,April,2024-04-01,5.6
Montana,2024,5,M05,May,2024-05-01,5.6
Montana,2024,6,M06,June,2024-06-01,5.4
Montana,2024,7,M07,July,2024-07-01,4.7
Montana,2024,8,M08,August,2024-08-01,5.0
Montana,2024,9,M09,September,2024-09-01,5.0
Montana,2024,10,M10,October,2024-10-01,7.1
Montana,2024,11,M11,November,2024-11-01,5.7
Montana,2024,12,M12,December,2024-12-01,4.9
Montana,2025,1,M01,January,2025-01-01,5.4
Montana,2025,2,M02,February,2025-02-01,5.4
Montana,2025,3,M03,March,2025-03-01,5.1
Montana,2025,4,M04,April,2025-04-01,5.1
Montana,2025,5,M05,May,2025-05-01,5.0
Montana,2025,6,M06,June,2025-06-01,5.0
Montana,2025,7,M07,July,2025-07-01,4.8
Montana,2025,8,M08,August,2025-08-01,5.0
Montana,2025,9,M09,September,2025-09-01,5.2
Montana,2025,10,M10,October,2025-10-01,6.7
Montana,2025,11,M11,November,2025-11-01,4.5
Montana,2025,12,M12,December,2025-12-01,4.1
Nebraska,2022,1,M01,January,2022-01-01,7.5
Nebraska,2022,2,M02,February,2022-02-01,6.8
Nebraska,2022,3,M03,March,2022-03-01,7.0
Nebraska,2022,4,M04,April,2022-04-01,7.4
Nebraska,2022,5,M05,May,2022-05-01,6.6
Nebraska,2022,6,M06,June,2022-06-01,6.7
Nebraska,2022,7,M07,July,2022-07-01,6.6
Nebraska,2022,8,M08,August,2022-08-01,5.7
Nebraska,2022,9,M09,September,2022-09-01,6.2
Nebraska,2022,10,M10,October,2022-10-01,5.4
Nebraska,2022,11,M11,November,2022-11-01,5.6
Nebraska,2022,12,M12,December,2022-12-01,6.3
Nebraska,2023,1,M01,January,2023-01-01,6.1
Nebraska,2023,2,M02,February,2023-02-01,5.9
Nebraska,2023,3,M03,March,2023-03-01,5.3
Nebraska,2023,4,M04,April,2023-04-01,5.8
Nebraska,2023,5,M05,May,2023-05-01,5.7
Nebraska,2023,6,M06,June,2023-06-01,5.6
Nebraska,2023,7,M07,July,2023-07-01,4.6
Nebraska,2023,8,M08,August,2023-08-01,5.7
Nebraska,2023,9,M09,September,2023-09-01,5.3
Nebraska,2023,10,M10,October,2023-10-01,4.8
Nebraska,2023,11,M11,November,2023-11-01,5.1
Nebraska,2023,12,M12,December,2023-12-01,5.1
Nebraska,2024,1,M01,January,2024-01-01,4.5
Nebraska,2024,2,M02,February,2024-02-01,5.1
Nebraska,2024,3,M03,March,2024-03-01,4.5
Nebraska,2024,4,M04,April,2024-04-01,4.0
Nebraska,2024,5,M05,May,2024-05-01,4.3
Nebraska,2024,6,M06,June,2024-06-01,4.2
Nebraska,2024,7,M07,July,2024-07-01,4.0
Nebraska,2024,8,M08,August,2024-08-01,4.3
Nebraska,2024,9,M09,September,2024-09-01,4.2
Nebraska,2024,10,M10,October,2024-10-01,4.7
Nebraska,2024,11,M11,November,2024-11-01,4.3
Nebraska,2024,12,M12,December,2024-12-01,4.2
Nebraska,2025,1,M01,January,2025-01-01,4.3
Nebraska,2025,2,M02,February,2025-02-01,4.4
Nebraska,2025,3,M03,March,2025-03-01,4.5
Nebraska,2025,4,M04,April,2025-04-01,4.1
Nebraska,2025,5,M05,May,2025-05-01,4.2
Nebraska,2025,6,M06,June,2025-06-01,4.3
Nebraska,2025,7,M07,July,2025-07-01,4.1
Nebraska,2025,8,M08,August,2025-08-01,4.1
Nebraska,2025,9,M09,September,2025-09-01,4.2
Nebraska,2025,10,M10,October,2025-10-01,4.2
Nebraska,2025,11,M11,November,2025-11-01,3.7
Nebraska,2025,12,M12,December,2025-12-01,3.7
Nevada,2022,1,M01,January,2022-01-01,7.0
Nevada,2022,2,M02,February,2022-02-01,7.4
Nevada,2022,3,M03,March,2022-03-01,7.2
Nevada,2022,4,M04,April,2022-04-01,7.6
Nevada,2022,5,M05,May,2022-05-01,6.7
Nevada,2022,6,M06,June,2022-06-01,6.1
Nevada,2022,7,M07,July,2022-07-01,6.9
Nevada,2022,8,M08,August,2022-08-01,6.0
Nevada,2022,9,M09,September,2022-09-01,6.0
Nevada,2022,10,M10,October,2022-10-01,6.4
Nevada,2022,11,M11,November,2022-11-01,5.9
Nevada,2022,12,M12,December,2022-12-01,6.4
Nevada,2023,1,M01,January,2023-01-01,6.5
Nevada,2023,2,M02,February,2023-02-01,6.2
Nevada,2023,3,M03,March,2023-03-01,6.6
Nevada,2023,4,M04,April,2023-04-01,6.9
Nevada,2023,5,M05,May,2023-05-01,5.8
Nevada,2023,6,M06,June,2023-06-01,5.6
Nevada,2023,7,M07,July,2023-07-01,5.1
Nevada,2023,8,M08,August,2023-08-01,6.1
Nevada,2023,9,M09,September,2023-09-01,5.9
Nevada,2023,10,M10,October,2023-10-01,5.0
Nevada,2023,11,M11,November,2023-11-01,5.5
Nevada,2023,12,M12,December,2023-12-01,4.8
Nevada,2024,1,M01,January,2024-01-01,4.6
Nevada,2024,2,M02,February,2024-02-01,5.4
Nevada,2024,3,M03,March,2024-03-01,4.2
Nevada,2024,4,M04,April,2024-04-01,4.2
Nevada,2024,5,M05,May,2024-05-01,4.2
Nevada,2024,6,M06,June,2024-06-01,3.7
Nevada,2024,7,M07,July,2024-07-01,3.9
Nevada,2024,8,M08,August,2024-08-01,4.1
Nevada,2024,9,M09,September,2024-09-01,4.2
Nevada,2024,10,M10,October,2024-10-01,4.7
Nevada,2024,11,M11,November,2024-11-01,4.5
Nevada,2024,12,M12,December,2024-12-01,4.7
Nevada,2025,1,M01,January,2025-01-01,4.7
Nevada,2025,2,M02,February,2025-02-01,5.0
Nevada,2025,3,M03,March,2025-03-01,4.1
Nevada,2025,4,M04,April,2025-04-01,4.1
Nevada,2025,5,M05,May,2025-05-01,4.2
Nevada,2025,6,M06,June,2025-06-01,3.8
Nevada,2025,7,M07,July,2025-07-01,4.0
Nevada,2025,8,M08,August,2025-08-01,3.9
Nevada,2025,9,M09,September,2025-09-01,4.4
Nevada,2025,10,M10,October,2025-10-01,3.8
Nevada,2025,11,M11,November,2025-11-01,3.7
Nevada,2025,12,M12,December,2025-12-01,3.6
New Hampshire,2022,1,M01,January,2022-01-01,8.0
New Hampshire,2022,2,M02,February,2022-02-01,8.2
New Hampshire,2022,3,M03,March,2022-03-01,8.0
New Hampshire,2022,4,M04,April,2022-04-01,7.3
New Hampshire,2022,5,M05,May,2022-05-01,7.1
New Hampshire,2022,6,M06,June,2022-06-01,7.2
New Hampshire,2022,7,M07,July,2022-07-01,7.3
New Hampshire,2022,8,M08,August,2022-08-01,5.9
New Hampshire,2022,9,M09,September,2022-09-01,7.2
New Hampshire,2022,10,M10,October,2022-10-01,7.5
New Hampshire,2022,11,M11,November,2022-11-01,6.9
New Hampshire,2022,12,M12,December,2022-12-01,6.5
New Hampshire,2023,1,M01,January,2023-01-01,6.7
New Hampshire,2023,2,M02,February,2023-02-01,6.5
New Hampshire,2023,3,M03,March,2023-03-01,5.9
New Hampshire,2023,4,M04,April,2023-04-01,6.3
New Hampshire,2023,5,M05,May,2023-05-01,5.2
New Hampshire,2023,6,M06,June,2023-06-01,5.5
New Hampshire,2023,7,M07,July,2023-07-01,5.8
New Hampshire,2023,8,M08,August,2023-08-01,5.5
New Hampshire,2023,9,M09,September,2023-09-01,5.4
New Hampshire,2023,10,M10,October,2023-10-01,5.0
New Hampshire,2023,11,M11,November,2023-11-01,5.0
New Hampshire,2023,12,M12,December,2023-12-01,5.3
New Hampshire,2024,1,M01,January,2024-01-01,5.4
New Hampshire,2024,2,M02,February,2024-02-01,5.1
New Hampshire,2024,3,M03,March,2024-03-01,5.1
New Hampshire,2024,4,M04,April,2024-04-01,4.9
New Hampshire,2024,5,M05,May,2024-05-01,5.3
New Hampshire,2024,6,M06,June,2024-06-01,5.0
New Hampshire,2024,7,M07,July,2024-07-01,4.6
New Hampshire,2024,8,M08,August,2024-08-01,4.7
New Hampshire,2024,9,M09,September,2024-09-01,5.5
New Hampshire,2024,10,M10,October,2024-10-01,4.8
New Hampshire,2024,11,M11,November,2024-11-01,4.8
New Hampshire,2024,12,M12,December,2024-12-01,4.3
New Hampshire,2025,1,M01,January,2025-01-01,4.8
New Hampshire,2025,2,M02,February,2025-02-01,4.7
New Hampshire,2025,3,M03,March,2025-03-01,4.2
New Hampshire,2025,4,M04,April,2025-04-01,4.8
New Hampshire,2025,5,M05,May,2025-05-01,5.1
New Hampshire,2025,6,M06,June,2025-06-01,5.0
New Hampshire,2025,7,M07,July,2025-07-01,4.4
New Hampshire,2025,8,M08,August,2025-08-01,4.5
New Hampshire,2025,9,M09,September,2025-09-01,5.0
New Hampshire,2025,10,M10,October,2025-10-01,5.1
New Hampshire,2025,11,M11,November,2025-11-01,4.8
New Hampshire,2025,12,M12,December,2025-12-01,3.4
New Jersey,2022,1,M01,January,2022-01-01,6.8
New Jersey,2022,2,M02,February,2022-02-01,6.6
New Jersey,2022,3,M03,March,2022-03-01,6.3
New Jersey,2022,4,M04,April,2022-04-01,6.1
New Jersey,2022,5,M05,May,2022-05-01,6.2
New Jersey,2022,6,M06,June,2022-06-01,6.1
New Jersey,2022,7,M07,July,2022-07-01,5.8
New Jersey,2022,8,M08,August,2022-08-01,5.4
New Jersey,2022,9,M09,September,2022-09-01,5.5
New Jersey,2022,10,M10,October,2022-10-01,5.8
New Jersey,2022,11,M11,November,2022-11-01,5.2
New Jersey,2022,12,M12,December,2022-12-01,5.5
New Jersey,2023,1,M01,January,2023-01-01,5.8
New Jersey,2023,2,M02,February,2023-02-01,5.7
New Jersey,2023,3,M03,March,2023-03-01,4.9
New Jersey,2023,4,M04,April,2023-04-01,5.4
New Jersey,2023,5,M05,May,2023-05-01,4.6
New Jersey,2023,6,M06,June,2023-06-01,4.4
New Jersey,2023,7,M07,July,2023-07-01,5.2
New Jersey,2023,8,M08,August,2023-08-01,4.7
New Jersey,2023,9,M09,September,2023-09-01,5.3
New Jersey,2023,10,M10,October,2023-10-01,4.5
New Jersey,2023,11,M11,November,2023-11-01,4.7
New Jersey,2023,12,M12,December,2023-12-01,4.7
New Jersey,2024,1,M01,January,2024-01-01,4.2
New Jersey,2024,2,M02,February,2024-02-01,4.2
New Jersey,2024,3,M03,March,2024-03-01,5.4
New Jersey,2024,4,M04,April,2024-04-01,4.2
New Jersey,2024,5,M05,May,2024-05-01,4.9
New Jersey,2024,6,M06,June,2024-06-01,4.6
New Jersey,2024,7,M07,July,2024-07-01,4.6
New Jersey,2024,8,M08,August,2024-08-01,4.4
New Jersey,2024,9,M09,September,2024-09-01,4.8
New Jersey,2024,10,M10,October,2024-10-01,4.4
New Jersey,2024,11,M11,November,2024-11-01,4.3
New Jersey,2024,12,M12,December,2024-12-01,4.3
New Jersey,2025,1,M01,January,2025-01-01,4.2
New Jersey,2025,2,M02,February,2025-02-01,5.2
New Jersey,2025,3,M03,March,2025-03-01,4.9
New Jersey,2025,4,M04,April,2025-04-01,5.3
New Jersey,2025,5,M05,May,2025-05-01,4.6
New Jersey,2025,6,M06,June,2025-06-01,4.5
New Jersey,2025,7,M07,July,2025-07-01,4.7
New Jersey,2025,8,M08,August,2025-08-01,4.3
New Jersey,2025,9,M09,September,2025-09-01,4.0
New Jersey,2025,10,M10,October,2025-10-01,4.2
New Jersey,2025,11,M11,November,2025-11-01,4.5
New Jersey,2025,12,M12,December,2025-12-01,3.7
New Mexico,2022,1,M01,January,2022-01-01,7.4
New Mexico,2022,2,M02,February,2022-02-01,7.8
New Mexico,2022,3,M03,March,2022-03-01,7.5
New Mexico,2022,4,M04,April,2022-04-01,7.7
New Mexico,2022,5,M05,May,2022-05-01,7.3
New Mexico,2022,6,M06,June,2022-06-01,7.0
New Mexico,2022,7,M07,July,2022-07-01,9.2
New Mexico,2022,8,M08,August,2022-08-01,7.0
New Mexico,2022,9,M09,September,2022-09-01,7.3
New Mexico,2022,10,M10,October,2022-10-01,7.0
New Mexico,2022,11,M11,November,2022-11-01,7.0
New Mexico,2022,12,M12,December,2022-12-01,6.9
New Mexico,2023,1,M01,January,2023-01-01,7.1
New Mexico,2023,2,M02,February,2023-02-01,6.0
New Mexico,2023,3,M03,March,2023-03-01,6.1
New Mexico,2023,4,M04,April,2023-04-01,7.2
New Mexico,2023,5,M05,May,2023-05-01,6.0
New Mexico,2023,6,M06,June,2023-06-01,6.3
New Mexico,2023,7,M07,July,2023-07-01,6.1
New Mexico,2023,8,M08,August,2023-08-01,6.9
New Mexico,2023,9,M09,September,2023-09-01,5.9
New Mexico,2023,10,M10,October,2023-10-01,5.5
New Mexico,2023,11,M11,November,2023-11-01,6.0
New Mexico,2023,12,M12,December,2023-12-01,5.6
New Mexico,2024,1,M01,January,2024-01-01,5.4
New Mexico,2024,2,M02,February,2024-02-01,6.0
New Mexico,2024,3,M03,March,2024-03-01,6.0
New Mexico,2024,4,M04,April,2024-04-01,6.1
New Mexico,2024,5,M05,May,2024-05-01,6.4
New Mexico,2024,6,M06,June,2024-06-01,5.6
New Mexico,2024,7,M07,July,2024-07-01,5.0
New Mexico,2024,8,M08,August,2024-08-01,5.4
New Mexico,2024,9,M09,September,2024-09-01,5.3
New Mexico,2024,10,M10,October,2024-10-01,5.9
New Mexico,2024,11,M11,November,2024-11-01,6.5
New Mexico,2024,12,M12,December,2024-12-01,5.4
New Mexico,2025,1,M01,January,2025-01-01,5.6
New Mexico,2025,2,M02,February,2025-02-01,5.7
New Mexico,2025,3,M03,March,2025-03-01,5.2
New Mexico,2025,4,M04,April,2025-04-01,5.1
New Mexico,2025,5,M05,May,2025-05-01,5.0
New Mexico,2025,6,M06,June,2025-06-01,5.1
New Mexico,2025,7,M07,July,2025-07-01,5.0
New Mexico,2025,8,M08,August,2025-08-01,5.2
New Mexico,2025,9,M09,September,2025-09-01,4.3
New Mexico,2025,10,M10,October,2025-10-01,4.5
New Mexico,2025,11,M11,November,2025-11-01,4.4
New Mexico,2025,12,M12,December,2025-12-01,3.5
New York,2022,1,M01,January,2022-01-01,6.2
New York,2022,2,M02,February,2022-02-01,6.5
New York,2022,3,M03,March,2022-03-01,6.2
New York,2022,4,M04,April,2022-04-01,6.0
New York,2022,5,M05,May,2022-05-01,5.4
New York,2022,6,M06,June,2022-06-01,5.5
New York,2022,7,M07,July,2022-07-01,5.7
New York,2022,8,M08,August,2022-08-01,4.9
New York,2022,9,M09,September,2022-09-01,5.2
New York,2022,10,M10,October,2022-10-01,5.3
New York,2022,11,M11,November,2022-11-01,4.6
New York,2022,12,M12,December,2022-12-01,4.4
New York,2023,1,M01,January,2023-01-01,4.6
New York,2023,2,M02,February,2023-02-01,4.2
New York,2023,3,M03,March,2023-03-01,4.0
New York,2023,4,M04,April,2023-04-01,4.5
New York,2023,5,M05,May,2023-05-01,4.4
New York,2023,6,M06,June,2023-06-01,4.5
New York,2023,7,M07,July,2023-07-01,4.2
New York,2023,8,M08,August,2023-08-01,4.5
New York,2023,9,M09,September,2023-09-01,4.6
New York,2023,10,M10,October,2023-10-01,4.5
New York,2023,11,M11,November,2023-11-01,4.3
New York,2023,12,M12,December,2023-12-01,4.4
New York,2024,1,M01,January,2024-01-01,4.7
New York,2024,2,M02,February,2024-02-01,4.7
New York,2024,3,M03,March,2024-03-01,4.9
New York,2024,4,M04,April,2024-04-01,4.1
New York,2024,5,M05,May,2024-05-01,4.6
New York,2024,6,M06,June,2024-06-01,4.5
New York,2024,7,M07,July,2024-07-01,4.0
New York,2024,8,M08,August,2024-08-01,4.7
New York,2024,9,M09,September,2024-09-01,4.7
New York,2024,10,M10,October,2024-10-01,3.9
New York,2024,11,M11,November,2024-11-01,4.4
New York,2024,12,M12,December,2024-12-01,4.8
New York,2025,1,M01,January,2025-01-01,4.5
New York,2025,2,M02,February,2025-02-01,4.6
New York,2025,3,M03,March,2025-03-01,4.2
New York,2025,4,M04,April,2025-04-01,4.8
New York,2025,5,M05,May,2025-05-01,5.6
New York,2025,6,M06,June,2025-06-01,5.0
New York,2025,7,M07,July,2025-07-01,4.3
New York,2025,8,M08,August,2025-08-01,4.4
New York,2025,9,M09,September,2025-09-01,4.8
New York,2025,10,M10,October,2025-10-01,4.5
New York,2025,11,M11,November,2025-11-01,4.8
New York,2025,12,M12,December,2025-12-01,3.6
North Carolina,2022,1,M01,January,2022-01-01,7.1
North Carolina,2022,2,M02,February,2022-02-01,7.4
North Carolina,2022,3,M03,March,2022-03-01,8.6
North Carolina,2022,4,M04,April,2022-04-01,7.6
North Carolina,2022,5,M05,May,2022-05-01,7.4
North Carolina,2022,6,M06,June,2022-06-01,7.2
North Carolina,2022,7,M07,July,2022-07-01,7.3
North Carolina,2022,8,M08,August,2022-08-01,6.7
North Carolina,2022,9,M09,September,2022-09-01,6.9
North Carolina,2022,10,M10,October,2022-10-01,7.5
North Carolina,2022,11,M11,November,2022-11-01,6.9
North Carolina,2022,12,M12,December,2022-12-01,6.9
North Carolina,2023,1,M01,January,2023-01-01,6.6
North Carolina,2023,2,M02,February,2023-02-01,6.8
North Carolina,2023,3,M03,March,2023-03-01,7.0
North Carolina,2023,4,M04,April,2023-04-01,6.8
North Carolina,2023,5,M05,May,2023-05-01,7.5
North Carolina,2023,6,M06,June,2023-06-01,6.4
North Carolina,2023,7,M07,July,2023-07-01,5.6
North Carolina,2023,8,M08,August,2023-08-01,6.4
North Carolina,2023,9,M09,September,2023-09-01,6.0
North Carolina,2023,10,M10,October,2023-10-01,5.7
North Carolina,2023,11,M11,November,2023-11-01,5.6
North Carolina,2023,12,M12,December,2023-12-01,5.3
North Carolina,2024,1,M01,January,2024-01-01,5.3
North Carolina,2024,2,M02,February,2024-02-01,5.2
North Carolina,2024,3,M03,March,2024-03-01,4.8
North Carolina,2024,4,M04,April,2024-04-01,5.4
North Carolina,2024,5,M05,May,2024-05-01,5.4
North Carolina,2024,6,M06,June,2024-06-01,4.7
North Carolina,2024,7,M07,July,2024-07-01,5.1
North Carolina,2024,8,M08,August,2024-08-01,4.9
North Carolina,2024,9,M09,September,2024-09-01,4.9
North Carolina,2024,10,M10,October,2024-10-01,5.1
North Carolina,2024,11,M11,November,2024-11-01,6.1
North Carolina,2024,12,M12,December,2024-12-01,5.3
North Carolina,2025,1,M01,January,2025-01-01,5.3
North Carolina,2025,2,M02,February,2025-02-01,5.2
North Carolina,2025,3,M03,March,2025-03-01,4.9
North Carolina,2025,4,M04,April,2025-04-01,5.5
North Carolina,2025,5,M05,May,2025-05-01,5.3
North Carolina,2025,6,M06,June,2025-06-01,5.2
North Carolina,2025,7,M07,July,2025-07-01,4.9
North Carolina,2025,8,M08,August,2025-08-01,5.0
North Carolina,2025,9,M09,September,2025-09-01,4.7
North Carolina,2025,10,M10,October,2025-10-01,4.7
North Carolina,2025,11,M11,November,2025-11-01,4.6
North Carolina,2025,12,M12,December,2025-12-01,4.3
North Dakota,2022,1,M01,January,2022-01-01,6.4
North Dakota,2022,2,M02,February,2022-02-01,6.8
North Dakota,2022,3,M03,March,2022-03-01,7.4
North Dakota,2022,4,M04,April,2022-04-01,7.0
North Dakota,2022,5,M05,May,2022-05-01,7.0
North Dakota,2022,6,M06,June,2022-06-01,7.0
North Dakota,2022,7,M07,July,2022-07-01,6.9
North Dakota,2022,8,M08,August,2022-08-01,5.9
North Dakota,2022,9,M09,September,2022-09-01,6.7
North Dakota,2022,10,M10,October,2022-10-01,6.3
North Dakota,2022,11,M11,November,2022-11-01,6.5
North Dakota,2022,12,M12,December,2022-12-01,6.5
North Dakota,2023,1,M01,January,2023-01-01,6.2
